"Price","Brand","Body","Mileage","EngineV","Engine.Type","Registration","Year"
8650,"Volkswagen","van",108,1.6,"Diesel","yes",2013
10600,"BMW","sedan",1,3,"Diesel","yes",2000
6900,"Toyota","hatch",109,1.3,"Gas","yes",2007
2900,"Mercedes-Benz","other",248,2,"Petrol","no",1999
12250,"Mercedes-Benz","other",185,2.2,"Diesel","yes",2012
21700,"BMW","crossover",101,2.5,"Gas","yes",2007
2000,"Mercedes-Benz","sedan",320,2.2,"Diesel","no",1998
9900,"Audi","vagon",284,2.5,"Diesel","yes",2004
5850,"Mercedes-Benz","van",240,2.2,"Diesel","yes",2001
8200,"Toyota","vagon",204,1.4,"Diesel","yes",2005
7300,"Renault","vagon",200,1.5,"Diesel","yes",2008
8000,"Mitsubishi","sedan",145,2,"Gas","yes",2007
6600,"Renault","van",184,1.5,"Diesel","yes",2012
22500,"Mercedes-Benz","sedan",164,1.8,"Gas","yes",2012
13200,"Mercedes-Benz","other",196,2.2,"Other","yes",2012
1200,"Volkswagen","other",300,1.4,"Gas","yes",2000
8900,"Volkswagen","van",264,2.5,"Diesel","yes",2003
9200,"Mitsubishi","sedan",163,2,"Petrol","yes",2008
10200,"Mercedes-Benz","sedan",154,2.5,"Petrol","yes",2006
2700,"Mercedes-Benz","sedan",121,2.5,"Diesel","yes",1991
9500,"Mercedes-Benz","sedan",246,4.7,"Petrol","yes",1997
26850,"Mitsubishi","crossover",84,3.2,"Diesel","yes",2012
21900,"Audi","crossover",183,4.2,"Petrol","yes",2007
1700,"Volkswagen","hatch",250,1.4,"Petrol","no",1998
6500,"Volkswagen","hatch",225,1.4,"Petrol","yes",2000
5000,"Renault","vagon",34,1.5,"Diesel","yes",2013
38000,"BMW","sedan",74,2,"Diesel","yes",2014
9599,"Volkswagen","sedan",140,1.8,"Petrol","yes",2008
10800,"Mercedes-Benz","other",230,1.8,"Petrol","yes",2006
18800,"Toyota","crossover",105,2,"Gas","yes",2011
7650,"Mitsubishi","sedan",133,1.5,"Gas","yes",2008
6300,"Renault","vagon",125,2,"Petrol","yes",2003
5000,"BMW","other",75,1.9,"Petrol","no",1998
28500,"Toyota","crossover",107,3.5,"Gas","yes",2011
13000,"BMW","sedan",193,3.6,"Petrol","yes",2003
16999,"Toyota","crossover",157,2.7,"Gas","yes",2007
34500,"BMW","other",160,3,"Diesel","yes",2011
10900,"Volkswagen","vagon",204,2,"Diesel","yes",2007
18999,"Mitsubishi","crossover",121,3.8,"Gas","yes",2008
9800,"BMW","sedan",350,3,"Diesel","yes",2001
4300,"Volkswagen","vagon",298,1.8,"Petrol","yes",1998
3900,"Audi","vagon",260,2.5,"Diesel","no",2003
13499,"Volkswagen","van",154,2,"Diesel","yes",2013
19990,"Audi","sedan",127,2.8,"Petrol","yes",2010
3400,"Renault","van",260,2.2,"Diesel","no",2005
27800,"Toyota","sedan",157,3.5,"Petrol","yes",2011
2300,"Volkswagen","hatch",320,1.6,"Gas","yes",1991
7650,"Renault","van",151,1.5,"Diesel","yes",2012
10000,"Volkswagen","van",220,1.9,"Diesel","yes",2008
9700,"Volkswagen","vagon",130,1.6,"Gas","yes",2008
1950,"Audi","sedan",320,4.7,"Other","no",1996
3800,"Audi","sedan",270,2.5,"Diesel","no",2000
26900,"Toyota","crossover",115,4,"Gas","yes",2008
12600,"Toyota","sedan",205,2.4,"Gas","yes",2006
14899,"Volkswagen","van",158,2,"Diesel","yes",2012
4999,"Renault","vagon",252,1.5,"Diesel","yes",2007
40990.0000007959,"BMW","other",40,4,"Diesel","yes",2012
12350,"Volkswagen","van",167,1.4,"Petrol","yes",2011
7999,"Audi","sedan",177,2.7,"Gas","yes",2003
21600,"BMW","crossover",200,4.8,"Other","yes",2007
8000,"Mitsubishi","sedan",67,1.5,"Petrol","yes",2009
6799,"Volkswagen","hatch",1,1.4,"Gas","yes",1998
25749.75,"Toyota","sedan",0,2.5,"Petrol","yes",2016
8899,"Volkswagen","vagon",198,1.9,"Other","yes",2004
26800,"Mercedes-Benz","sedan",162,4.7,"Petrol","yes",2007
25555,"Toyota","crossover",128,4.7,"Gas","yes",2004
25000,"Audi","crossover",112,3.2,"Petrol","yes",2010
15800,"Volkswagen","van",194,2,"Diesel","yes",2012
3150,"BMW","sedan",200,2,"Diesel","no",1999
12300,"Toyota","sedan",157,2.4,"Gas","yes",2007
40990.0000004775,"Toyota","crossover",45,3.5,"Petrol","yes",2015
6500,"Renault","other",406,2.5,"Diesel","yes",2004
18999,"Toyota","crossover",95,2,"Petrol","yes",2011
8500,"BMW","sedan",260,2.2,"Gas","yes",2001
8500,"Mercedes-Benz","van",350,2.2,"Diesel","yes",2004
13500,"Toyota","crossover",126,4,"Petrol","no",2011
2200,"Volkswagen","sedan",180,1.9,"Diesel","no",2003
18500,"Volkswagen","vagon",125,2,"Diesel","yes",2011
8420,"Toyota","other",150,2.7,"Gas","yes",2005
17500,"Audi","vagon",144,2,"Diesel","yes",2010
9000,"Audi","sedan",158,2,"Gas","yes",2003
4400,"Volkswagen","hatch",238,1.6,"Petrol","yes",1994
7500,"Renault","van",200,2.2,"Diesel","yes",2002
17950,"Toyota","sedan",87,2.4,"Petrol","yes",2010
40990.0000002865,"BMW","crossover",23,3,"Petrol","yes",2013
10800,"Mitsubishi","crossover",165,3,"Gas","yes",2007
33700,"Volkswagen","van",11,1.4,"Petrol","yes",2016
17000,"Volkswagen","crossover",158,2.5,"Diesel","yes",2007
11200,"Volkswagen","crossover",1,4.2,"Petrol","yes",2004
4500,"BMW","sedan",140,3,"Diesel","no",2000
43999,"Toyota","other",0,2.8,"Diesel","yes",2016
39800,"Audi","sedan",180,4.2,"Other","yes",2012
6500,"BMW","sedan",272,2.8,"Petrol","yes",1996
18700,"Volkswagen","vagon",196,2,"Diesel","yes",2011
38500,"Audi","vagon",75,2,"Diesel","yes",2013
8200,"BMW","sedan",241,2,"Petrol","yes",1998
7500,"Audi","vagon",240,2,"Petrol","yes",2002
11550,"Toyota","sedan",95,2.4,"Petrol","yes",2007
39500,"Mercedes-Benz","sedan",30,1.6,"Petrol","yes",2014
6200,"Volkswagen","sedan",161,4.2,"Gas","no",2004
17200,"BMW","crossover",308,4.6,"Gas","yes",2003
2900,"BMW","sedan",280,2.5,"Diesel","no",1997
14600,"Renault","other",169,2.3,"Diesel","yes",2013
34900,"BMW","crossover",110,4.4,"Petrol","yes",2010
40990.0000001719,"Toyota","crossover",0,4.5,"Diesel","yes",2015
7000,"Mercedes-Benz","other",170,2.2,"Petrol","no",2001
32000,"Mercedes-Benz","van",255,3,"Diesel","yes",2008
7500,"Renault","vagon",168,1.5,"Diesel","yes",2005
9000,"Volkswagen","other",217,2.5,"Diesel","yes",2005
7000,"Mitsubishi","sedan",180,1.6,"Gas","yes",2004
40990.0000001031,"Mercedes-Benz","crossover",0,4.7,"Petrol","yes",2016
2700,"Audi","sedan",234,2.5,"Other","no",2000
10950,"Volkswagen","van",165,2,"Diesel","yes",2012
15500,"Toyota","sedan",120,3.5,"Petrol","yes",2008
8700,"Mercedes-Benz","sedan",210,4.7,"Petrol","yes",1997
6000,"Mercedes-Benz","van",200,2.2,"Diesel","yes",2000
16950,"Mitsubishi","crossover",135,3,"Gas","yes",2008
15000,"Mercedes-Benz","crossover",400,3,"Diesel","yes",1997
26500,"Toyota","crossover",102,2.5,"Diesel","yes",2013
3100,"Mercedes-Benz","vagon",400,2.2,"Diesel","no",2002
40990.0000000619,"Toyota","crossover",90,4.5,"Diesel","yes",2012
40990.0000000371,"Toyota","crossover",3,4.2,"Diesel","yes",2013
19800,"Mercedes-Benz","crossover",218,3,"Diesel","yes",2006
13000,"Volkswagen","van",110,1.9,"Diesel","yes",2009
12200,"Audi","sedan",130,2.4,"Petrol","yes",2006
5700,"Mitsubishi","other",170,1.3,"Petrol","yes",2006
2550,"Audi","sedan",370,2.5,"Diesel","no",1998
13500,"Toyota","sedan",144,3.5,"Gas","yes",2007
10200,"Renault","van",183,2,"Diesel","yes",2012
13000,"Audi","other",161,1.8,"Gas","yes",2001
10500,"Volkswagen","sedan",210,4.7,"Diesel","yes",2004
3100,"BMW","sedan",315,2.5,"Diesel","no",1998
9400,"BMW","sedan",221,4.4,"Gas","yes",2004
10000,"Audi","sedan",206,2.5,"Diesel","yes",2003
4200,"Mitsubishi","sedan",270,2,"Gas","yes",1998
7500,"Renault","sedan",131,1.6,"Petrol","yes",2009
38600,"Mercedes-Benz","other",12,1.8,"Petrol","yes",2012
8900,"Toyota","hatch",140,1.6,"Petrol","yes",2008
4800,"Renault","van",113,4.7,"Diesel","yes",2006
24000,"Toyota","crossover",270,4.2,"Diesel","yes",1994
40990.0000000223,"Mercedes-Benz","other",75,4.7,"Petrol","yes",2009
5100,"Mercedes-Benz","sedan",270,3.2,"Diesel","no",2001
4999,"Mitsubishi","sedan",60,1.6,"Petrol","yes",2007
9450,"Mitsubishi","sedan",125,2,"Gas","yes",2008
3850,"Audi","vagon",215,2.5,"Diesel","no",2002
7800,"Renault","vagon",170,1.5,"Diesel","no",2013
40990.0000000134,"Audi","crossover",80,3,"Diesel","yes",2013
9000,"Mitsubishi","sedan",78,2.4,"Gas","yes",2006
18990,"Toyota","crossover",95,2,"Petrol","yes",2011
7200,"Mitsubishi","sedan",102,1.6,"Petrol","yes",2007
11900,"Volkswagen","other",112,2,"Diesel","yes",2011
2800,"Toyota","sedan",287,1.3,"Petrol","yes",1995
2200,"Volkswagen","sedan",272,1.9,"Diesel","no",1998
17500,"Mitsubishi","crossover",170,3.8,"Gas","yes",2008
40990.000000008,"Audi","other",79,4.2,"Petrol","yes",2007
8650,"Volkswagen","van",238,2.5,"Diesel","yes",2002
8800,"Audi","sedan",205,1.8,"Petrol","yes",2003
40990.0000000048,"Mercedes-Benz","crossover",0,2.2,"Diesel","yes",2016
8910.53,"Volkswagen","hatch",103,1.4,"Petrol","yes",2012
15500,"Toyota","crossover",165,2.7,"Gas","yes",2005
19500,"Audi","crossover",175,3.6,"Petrol","yes",2007
27700,"Toyota","sedan",21,2.5,"Petrol","yes",2015
9600,"Volkswagen","van",255,1.9,"Diesel","yes",2004
12500,"BMW","crossover",176,3,"Gas","yes",2002
4799,"Audi","vagon",260,2.5,"Diesel","no",2002
20900,"Toyota","sedan",70,2.5,"Petrol","yes",2012
14900,"Audi","sedan",203,2.8,"Petrol","yes",2008
12750,"Toyota","hatch",164,1.4,"Diesel","yes",2012
5900,"BMW","hatch",243,2,"Petrol","no",2006
2700,"Mercedes-Benz","sedan",400,2.9,"Diesel","yes",1997
4700,"Audi","sedan",400,2.6,"Petrol","yes",1996
40990.0000000029,"BMW","other",64,4.4,"Petrol","yes",2012
5900,"Renault","van",250,1.9,"Diesel","yes",2005
24000,"Volkswagen","sedan",67,1.8,"Petrol","yes",2012
18400,"Audi","vagon",151,2,"Diesel","yes",2010
40990.0000000017,"Mercedes-Benz","sedan",74,4.7,"Petrol","yes",2010
8000,"Renault","hatch",50,1.6,"Petrol","yes",2012
5000,"Mercedes-Benz","sedan",382,2,"Petrol","yes",1994
9900,"Mitsubishi","sedan",98,2,"Petrol","yes",2009
18900,"Mercedes-Benz","other",111,2.5,"Petrol","yes",2009
20500,"Toyota","crossover",139,4,"Gas","yes",2005
2500,"Volkswagen","vagon",232,1.6,"Petrol","no",2001
9000,"Renault","vagon",179,1.5,"Diesel","yes",2010
7700,"Renault","sedan",100,1.6,"Gas","yes",2008
32300,"Audi","hatch",54,2.8,"Petrol","yes",2011
40990.000000001,"Mercedes-Benz","van",42,2.2,"Diesel","yes",2014
6200,"Renault","sedan",246,1.4,"Petrol","yes",2005
4000,"Audi","sedan",400,2,"Petrol","yes",1992
9003.15,"Toyota","sedan",43,1.3,"Petrol","yes",2014
14900,"Mercedes-Benz","other",195,3.2,"Gas","yes",1999
40990.0000000006,"BMW","crossover",0,2,"Diesel","yes",2016
9000,"Renault","van",158,2,"Diesel","yes",2012
8500,"Audi","sedan",253,2.5,"Diesel","yes",2001
5900,"Renault","hatch",171,1.5,"Other","yes",2005
5100,"Mitsubishi","hatch",250,1.3,"Gas","yes",2006
40500,"Mercedes-Benz","sedan",108,4.7,"Petrol","yes",2010
8600,"Audi","sedan",154,1.8,"Petrol","yes",2001
5900,"Mitsubishi","sedan",142,1.6,"Gas","yes",2005
17900,"Volkswagen","other",123,1.8,"Petrol","yes",2010
34400,"BMW","crossover",37,2,"Diesel","yes",2013
13500,"BMW","sedan",138,2.5,"Petrol","yes",2004
9600,"Renault","van",175,2,"Diesel","yes",2007
15000,"Mercedes-Benz","other",82,1.8,"Petrol","yes",2004
22000,"Mercedes-Benz","other",53,3,"Petrol","yes",2007
13700,"Volkswagen","other",200,2.5,"Diesel","yes",2005
18800,"Toyota","sedan",47,2.4,"Petrol","yes",2009
7600,"Volkswagen","hatch",127,1.4,"Petrol","yes",2007
11950,"Toyota","hatch",120,1.4,"Petrol","yes",2013
11300,"Audi","sedan",202,2.7,"Diesel","no",2008
13500,"Volkswagen","van",43,2,"Diesel","yes",2014
11990,"Toyota","sedan",129,2.4,"Petrol","yes",2007
16500,"Toyota","other",130,2.7,"Gas","yes",2004
19000,"BMW","crossover",215,3,"Diesel","yes",2006
5500,"Renault","van",160,1.5,"Diesel","yes",2005
39999,"BMW","sedan",45,3,"Petrol","yes",2011
15500,"Toyota","sedan",140,2.4,"Gas","yes",2007
11700,"Mitsubishi","crossover",197,3,"Gas","yes",2006
2750,"Volkswagen","vagon",1,1.9,"Diesel","no",2001
7150,"Renault","vagon",1,1.5,"Diesel","yes",2005
10500,"BMW","hatch",220,2,"Petrol","yes",2005
24900,"Mercedes-Benz","sedan",97,1.8,"Petrol","yes",2012
26000,"Mercedes-Benz","other",22,1.8,"Petrol","yes",2014
21500,"Mercedes-Benz","crossover",148,4.7,"Petrol","yes",2008
2222,"BMW","sedan",268,1.8,"Petrol","no",1996
2900,"BMW","vagon",236,2,"Diesel","no",2001
4600,"Volkswagen","hatch",1,1.8,"Gas","yes",1996
3200,"Mercedes-Benz","sedan",198,2,"Gas","yes",1992
19400,"Mitsubishi","crossover",78,2.4,"Petrol","yes",2012
4000,"Renault","sedan",215,1.9,"Diesel","no",2005
40990.0000000004,"BMW","crossover",0,2,"Diesel","yes",2016
40990.0000000002,"BMW","sedan",80,2.99,"Diesel","yes",2012
9200,"Renault","vagon",155,1.5,"Diesel","yes",2010
40990.0000000001,"Mercedes-Benz","van",0,2.2,"Diesel","yes",2016
23500,"Mercedes-Benz","van",170,2.2,"Diesel","yes",2011
4800,"Audi","sedan",390,2.6,"Petrol","yes",1993
13500,"Toyota","sedan",100,2.4,"Petrol","yes",2007
8700,"Toyota","sedan",131,1.6,"Gas","yes",2007
12300,"Mercedes-Benz","sedan",423,4.7,"Gas","yes",1997
7900,"Mitsubishi","other",148,1.8,"Petrol","yes",2003
10700,"Volkswagen","van",153,2,"Diesel","yes",2010
6800,"Renault","van",185,1.6,"Other","yes",2006
8500,"Renault","van",157,1.5,"Diesel","no",2013
18700,"Mitsubishi","crossover",97,3.2,"Diesel","yes",2009
1900,"BMW","vagon",285,2.5,"Diesel","no",1997
15500,"Mercedes-Benz","van",75,2,"Diesel","yes",2011
8700,"Volkswagen","hatch",148,1.4,"Other","yes",2008
40990.0000000001,"Mercedes-Benz","sedan",121,3,"Diesel","yes",2012
5000,"BMW","sedan",400,2.5,"Petrol","yes",1991
24000,"Toyota","crossover",73,4,"Petrol","yes",2008
14800,"Volkswagen","sedan",85,1.4,"Petrol","yes",2013
5500,"Mitsubishi","crossover",1,2,"Petrol","yes",1991
6400,"Mercedes-Benz","van",290,2.2,"Diesel","yes",1999
19000,"Mitsubishi","crossover",139,2.4,"Gas","yes",2011
11700,"Mercedes-Benz","van",211,2.2,"Diesel","yes",2007
6500,"Volkswagen","vagon",101,2,"Diesel","yes",2011
4999,"Volkswagen","sedan",145,2,"Petrol","yes",2000
1900,"Volkswagen","hatch",100,1.6,"Petrol","yes",1991
8999,"Renault","vagon",100,1.5,"Diesel","yes",2009
12700,"Volkswagen","van",164,1.6,"Diesel","yes",2012
2200,"Mercedes-Benz","sedan",168,2,"Petrol","no",1994
32500,"BMW","vagon",65,2,"Petrol","yes",2014
16800,"Volkswagen","vagon",149,1.4,"Gas","yes",2013
8999,"Mercedes-Benz","van",360,2.2,"Diesel","yes",2006
2500,"Audi","sedan",407,2.8,"Gas","no",1999
37000,"BMW","sedan",95,4.4,"Petrol","yes",2011
19500,"Volkswagen","sedan",82,1.8,"Petrol","yes",2011
10900,"Volkswagen","van",240,2.5,"Diesel","yes",2007
36500,"BMW","sedan",33,2,"Diesel","yes",2014
7300,"Renault","van",154,1.5,"Diesel","yes",2012
17500,"BMW","vagon",125,3,"Diesel","yes",2006
24500,"Audi","sedan",122,4,"Diesel","yes",2008
15500,"Toyota","crossover",146,2.4,"Gas","yes",2008
25000,"Mitsubishi","crossover",0,2,"Petrol","yes",2016
11900,"Mercedes-Benz","sedan",167,1.8,"Petrol","yes",2005
8000,"Mercedes-Benz","van",40,2.9,"Diesel","yes",1999
16900,"Mitsubishi","crossover",126,3,"Gas","yes",2008
8800,"Toyota","crossover",205,2,"Petrol","yes",2002
13000,"BMW","sedan",220,2.5,"Petrol","yes",2005
7500,"Renault","van",43,1.5,"Diesel","yes",2013
8300,"Toyota","sedan",140,3,"Petrol","yes",2002
18700,"Toyota","crossover",250,4.7,"Gas","yes",2004
28787.85,"Toyota","sedan",0,2.5,"Petrol","yes",2016
16500,"Mercedes-Benz","sedan",190,2.2,"Diesel","yes",2007
13900,"Mitsubishi","crossover",127,3,"Petrol","yes",2008
1350,"Audi","vagon",400,1.9,"Diesel","no",1994
20859.15,"Toyota","crossover",1,2,"Petrol","yes",2016
28800,"Mitsubishi","crossover",100,3.2,"Diesel","yes",2013
34900,"Mercedes-Benz","crossover",64,2.2,"Diesel","yes",2013
37500,"BMW","other",45,2,"Petrol","yes",2013
19700,"Mercedes-Benz","sedan",220,2.2,"Diesel","yes",2009
12800,"Mercedes-Benz","other",116,2.2,"Diesel","yes",2013
4600,"Renault","van",265,1.5,"Diesel","yes",2008
17977,"Mercedes-Benz","van",322,3,"Diesel","yes",2007
11962,"Volkswagen","sedan",0,1.6,"Petrol","yes",2015
12500,"Volkswagen","vagon",195,1.6,"Diesel","yes",2013
9200,"Volkswagen","van",268,2.5,"Diesel","yes",2003
28500,"Mercedes-Benz","sedan",148,2.2,"Diesel","yes",2011
16950,"Volkswagen","sedan",38,2,"Diesel","yes",2014
24750,"Mercedes-Benz","sedan",212,4.7,"Petrol","yes",2006
40990.0000000001,"Mercedes-Benz","crossover",3,2.2,"Diesel","yes",2015
11300,"Toyota","hatch",87,1,"Petrol","yes",2009
40990,"Mercedes-Benz","sedan",119,4.7,"Petrol","yes",2012
3000,"Audi","vagon",270,1.9,"Diesel","no",2001
9800,"Toyota","other",250,1.8,"Petrol","yes",2000
12850,"Volkswagen","crossover",200,2.5,"Diesel","yes",2006
34999,"Mercedes-Benz","sedan",150,2.8,"Petrol","yes",1991
40990,"BMW","sedan",55,3,"Diesel","yes",2013
3650,"BMW","sedan",300,2,"Petrol","yes",1990
39900,"BMW","crossover",82,3,"Petrol","yes",2011
7400,"Renault","vagon",200,1.5,"Diesel","yes",2007
13999,"Volkswagen","van",175,2,"Diesel","yes",2012
15500,"Mercedes-Benz","sedan",270,3.2,"Diesel","no",2007
8500,"Renault","vagon",130,1.5,"Diesel","yes",2012
32500,"BMW","other",86,3,"Petrol","yes",2010
14700,"Toyota","sedan",131,3.5,"Gas","yes",2007
6500,"Volkswagen","van",310,1.9,"Diesel","yes",1997
7800,"Renault","van",139,1.5,"Diesel","yes",2013
8700,"Mercedes-Benz","van",290,2.2,"Diesel","yes",2005
9000,"Renault","hatch",56,1.6,"Petrol","yes",2011
14800,"Mercedes-Benz","van",139,3,"Diesel","yes",2008
13400,"Toyota","sedan",125,2.4,"Petrol","yes",2008
2650,"Volkswagen","hatch",280,1.8,"Petrol","yes",1991
7777,"BMW","other",375,4,"Diesel","yes",2000
6900,"Toyota","hatch",92,1.3,"Petrol","yes",2006
1850,"Mercedes-Benz","sedan",281,2,"Diesel","yes",1991
10500,"Volkswagen","other",270,2.5,"Diesel","yes",2007
7800,"Audi","sedan",90,2.2,"Gas","yes",1994
4100,"Mercedes-Benz","sedan",215,4.3,"Petrol","no",2001
4400,"BMW","sedan",260,2,"Gas","yes",1990
41500,"BMW","crossover",176,3,"Diesel","yes",2012
13999,"Mercedes-Benz","van",98,2.2,"Diesel","yes",2011
16800,"Mercedes-Benz","van",116,2.2,"Diesel","yes",2013
40990,"BMW","crossover",80,3,"Diesel","yes",2013
10200,"Volkswagen","sedan",280,1.8,"Petrol","yes",2006
13300,"Mitsubishi","crossover",110,2.4,"Gas","yes",2008
6300,"Renault","van",180,1.5,"Diesel","yes",2012
16999,"Audi","hatch",69,1.4,"Petrol","yes",2012
20100,"Toyota","crossover",48,2,"Petrol","yes",2012
10800,"Volkswagen","sedan",100,1.8,"Petrol","yes",2008
40990,"Mercedes-Benz","sedan",37,4.7,"Petrol","yes",2014
14200,"Mercedes-Benz","sedan",245,2.2,"Diesel","yes",2007
4700,"BMW","sedan",333,3,"Petrol","yes",1994
5700,"BMW","sedan",252,2.5,"Diesel","yes",1997
11900,"BMW","sedan",300,2.5,"Gas","yes",2004
3750,"Mercedes-Benz","vagon",330,2.2,"Gas","yes",1995
2700,"Mercedes-Benz","sedan",350,3,"Diesel","yes",1991
2999,"Volkswagen","vagon",239,1.9,"Diesel","no",2003
8600,"Mercedes-Benz","sedan",240,3.2,"Diesel","yes",2001
6950,"Toyota","sedan",192,2,"Petrol","yes",2003
22900,"Mitsubishi","crossover",69,2.4,"Petrol","yes",2014
8900,"Volkswagen","sedan",185,1.6,"Petrol","yes",2007
7500,"Volkswagen","van",317,1.9,"Diesel","yes",2008
28700,"BMW","sedan",160,3,"Petrol","yes",2011
12000,"Mercedes-Benz","other",218,2.2,"Diesel","yes",2007
10999,"BMW","sedan",150,2,"Gas","yes",2003
23000,"Audi","crossover",167,3.6,"Petrol","yes",2008
2550,"Audi","vagon",1,2.5,"Diesel","no",1998
8800,"Toyota","crossover",388,4.2,"Diesel","yes",1997
10000,"Renault","van",220,2,"Diesel","yes",2007
6300,"Renault","van",73,1.5,"Diesel","yes",2008
13800,"Toyota","other",160,3.5,"Gas","yes",2006
10750,"Volkswagen","van",176,2,"Diesel","yes",2012
12500,"Volkswagen","van",207,1.9,"Diesel","yes",2007
5500,"Mercedes-Benz","sedan",250,2.2,"Diesel","no",2003
13300,"Volkswagen","van",250,2.5,"Diesel","yes",2008
20000,"Volkswagen","crossover",115,2.5,"Diesel","yes",2008
2500,"Volkswagen","sedan",324,1.6,"Diesel","yes",1991
3500,"Renault","van",30,1.4,"Gas","yes",2006
9300,"Renault","sedan",94,1.5,"Diesel","yes",2011
30500,"Audi","sedan",110,3,"Petrol","yes",2011
18300,"Audi","vagon",190,2,"Diesel","yes",2011
41000,"Audi","crossover",88,4.2,"Diesel","yes",2010
4100,"BMW","hatch",160,1.6,"Petrol","yes",2004
22500,"Volkswagen","van",62,2,"Diesel","yes",2011
8900,"Volkswagen","van",272,1.9,"Diesel","yes",2005
13950,"BMW","crossover",278,3,"Diesel","yes",2003
8999,"Volkswagen","van",125,1.6,"Diesel","yes",2011
14100,"Toyota","hatch",67,1.6,"Petrol","yes",2012
6950,"Volkswagen","sedan",132,1.6,"Other","yes",2004
7350,"Volkswagen","hatch",180,1.4,"Petrol","yes",2003
17500,"Mercedes-Benz","other",180,3,"Diesel","yes",2008
20500,"Mercedes-Benz","sedan",222,4.7,"Petrol","yes",2006
40990,"Mercedes-Benz","sedan",49,4.7,"Petrol","yes",2014
11100,"Mitsubishi","vagon",132,2.4,"Gas","yes",2006
29900,"BMW","sedan",175,2,"Diesel","yes",2011
17595,"Toyota","sedan",131,2,"Petrol","yes",2011
6800,"Volkswagen","van",170,2,"Gas","no",2011
6500,"Volkswagen","other",400,1.9,"Diesel","yes",1998
4150,"Audi","vagon",249,2.5,"Diesel","no",2004
32950,"Toyota","other",50,4.7,"Petrol","yes",2013
7500,"Mercedes-Benz","other",406,2.2,"Diesel","yes",2003
33700,"BMW","crossover",134,4.4,"Petrol","yes",2009
8350,"Mitsubishi","sedan",98,1.5,"Petrol","yes",2010
4100,"BMW","sedan",350,2.4,"Diesel","yes",1992
4700,"BMW","sedan",230,2.5,"Petrol","yes",1990
14500,"Mercedes-Benz","van",207,2.2,"Diesel","yes",2008
9600,"Mercedes-Benz","van",184,2.2,"Diesel","yes",2012
17800,"Mercedes-Benz","van",162,1.8,"Diesel","yes",2012
40000,"Mercedes-Benz","crossover",152,4.7,"Gas","yes",2006
24000,"Toyota","crossover",152,4,"Gas","yes",2006
8300,"Volkswagen","other",151,2,"Petrol","yes",2005
3800,"BMW","sedan",278,2.9,"Diesel","no",2001
27500,"Audi","sedan",150,2,"Petrol","yes",2013
5200,"Volkswagen","vagon",248,2,"Diesel","no",2005
8500,"Volkswagen","sedan",220,2,"Other","yes",2005
43500,"Mercedes-Benz","sedan",59,4.6,"Petrol","yes",2011
14000,"BMW","crossover",240,4.4,"Gas","yes",2002
5200,"Volkswagen","van",400,2.4,"Diesel","yes",1992
11500,"Mitsubishi","crossover",191,3,"Gas","yes",2006
41000,"BMW","sedan",97,4.4,"Petrol","yes",2011
40990,"Mercedes-Benz","crossover",150,3,"Diesel","yes",2013
35900,"Audi","crossover",143,3,"Diesel","yes",2010
8200,"Mercedes-Benz","other",199,2.2,"Diesel","yes",2001
17300,"Mercedes-Benz","sedan",107,1.8,"Petrol","yes",2008
6800,"BMW","crossover",242,4.7,"Diesel","no",2005
